cinema_id;cinema_name;movie_id;movie_title;show_date;start_time
37;Cinéma Pathé Tunis City;253;Black Phone 2;2025-10-18;10:30
37;Cinéma Pathé Tunis City;253;Black Phone 2;2025-10-18;12:55
37;Cinéma Pathé Tunis City;253;Black Phone 2;2025-10-18;15:20
37;Cinéma Pathé Tunis City;253;Black Phone 2;2025-10-18;17:45
37;Cinéma Pathé Tunis City;253;Black Phone 2;2025-10-18;20:10
37;Cinéma Pathé Tunis City;253;Black Phone 2;2025-10-18;22:35
37;Cinéma Pathé Tunis City;298;Hopper et le Secret de la Marmotte;2025-10-18;10:30
37;Cinéma Pathé Tunis City;298;Hopper et le Secret de la Marmotte;2025-10-18;15:00
37;Cinéma Pathé Tunis City;298;Hopper et le Secret de la Marmotte;2025-10-18;17:00
37;Cinéma Pathé Tunis City;260;Gabby et la Maison Magique Le Film;2025-10-18;12:00
37;Cinéma Pathé Tunis City;260;Gabby et la Maison Magique Le Film;2025-10-18;14:10
37;Cinéma Pathé Tunis City;260;Gabby et la Maison Magique Le Film;2025-10-18;16:15
37;Cinéma Pathé Tunis City;260;Gabby et la Maison Magique Le Film;2025-10-18;18:25
37;Cinéma Pathé Tunis City;262;Tron : Ares;2025-10-18;12:35
37;Cinéma Pathé Tunis City;262;Tron : Ares;2025-10-18;16:05
37;Cinéma Pathé Tunis City;262;Tron : Ares;2025-10-18;21:35
37;Cinéma Pathé Tunis City;258;A Big Bold Beautiful Journey;2025-10-18;15:55
37;Cinéma Pathé Tunis City;258;A Big Bold Beautiful Journey;2025-10-18;20:05
37;Cinéma Pathé Tunis City;258;A Big Bold Beautiful Journey;2025-10-18;22:45
37;Cinéma Pathé Tunis City;285;Marche ou crève;2025-10-18;13:45
37;Cinéma Pathé Tunis City;285;Marche ou crève;2025-10-18;22:45
37;Cinéma Pathé Tunis City;163;One Battle After Another;2025-10-18;11:30
37;Cinéma Pathé Tunis City;163;One Battle After Another;2025-10-18;14:50
37;Cinéma Pathé Tunis City;163;One Battle After Another;2025-10-18;16:45
37;Cinéma Pathé Tunis City;163;One Battle After Another;2025-10-18;18:10
37;Cinéma Pathé Tunis City;163;One Battle After Another;2025-10-18;20:35
37;Cinéma Pathé Tunis City;261;Demon Slayer: Kimetsu no Yaiba La Forteresse;2025-10-18;10:55
37;Cinéma Pathé Tunis City;261;Demon Slayer: Kimetsu no Yaiba La Forteresse;2025-10-18;12:55
37;Cinéma Pathé Tunis City;261;Demon Slayer: Kimetsu no Yaiba La Forteresse;2025-10-18;18:35
37;Cinéma Pathé Tunis City;206;Conjuring : L’heure du jugement;2025-10-18;16:00
37;Cinéma Pathé Tunis City;206;Conjuring : L’heure du jugement;2025-10-18;19:00
37;Cinéma Pathé Tunis City;206;Conjuring : L’heure du jugement;2025-10-18;21:30
37;Cinéma Pathé Tunis City;145;Karate Kid: Legends;2025-10-18;13:55
37;Cinéma Pathé Tunis City;146;Les Bad Guys 2;2025-10-18;11:35
